dataset,seed,pipe,M1_nll,M2_mmd,M3_marg_w1,M4_c2st,acc,f1,ece
bank_marketing,7,mean+winsor+quantile,0.2608461380004883,0.0063946585273271,0.4169437689465453,0.5067229609354152,0.884004884004884,0.6216391019125935,0.0219972298113272
bank_marketing,7,mean+winsor+quantile+zscore,0.2593780159950256,0.0063946585273271,0.4169437689465453,0.5067229609354152,0.8815628815628815,0.6084719449988911,0.0190328746779352
bank_marketing,7,median,0.2534675598144531,0.0085043915733432,0.4853367741278303,0.5104132967380831,0.8913308913308914,0.64076291860723,0.0142136919920552
bank_marketing,7,median+zscore,0.2543408870697021,0.0085043915234293,0.4853367727178667,0.5104132967380831,0.8852258852258852,0.6180037313432836,0.0186619370702713
bank_marketing,7,median+winsor,0.2685708701610565,0.0325792233184071,0.5028542076860881,0.5020461833648647,0.8852258852258852,0.5340958605664488,0.0170533132349324
bank_marketing,7,median+winsor+zscore,0.2674983143806457,0.0325792233184071,0.5028542076860881,0.5020461833648647,0.8876678876678876,0.551713469776297,0.0190230031589885
bank_marketing,7,median+winsor+yeojohnson,0.2703415155410766,0.0316793259862925,0.4790638533339377,0.5007218169611333,0.8888888888888888,0.5528107955670493,0.0220542670897366
bank_marketing,7,median+winsor+yeojohnson+zscore,0.2710660398006439,0.0316793259862925,0.4790638533339377,0.5007218169611333,0.8864468864468864,0.5350482550651031,0.0187959104084998
bank_marketing,7,median+quantile,0.2610999047756195,0.0073256224091242,0.4504148513506721,0.5105330612046118,0.8803418803418803,0.5847371688741723,0.0251320714770073
bank_marketing,7,median+quantile+zscore,0.261711448431015,0.0073256225699493,0.4504148494487733,0.5105330612046118,0.8791208791208791,0.5774764587252537,0.026873688048641
bank_marketing,7,median+winsor+quantile,0.2727707028388977,0.0404039942082083,0.5343952493307711,0.5034535400835768,0.8888888888888888,0.5811965811965811,0.0289619459482921
bank_marketing,7,median+winsor+quantile+zscore,0.2711879312992096,0.0404039942082082,0.5343952493307711,0.5034535400835768,0.8876678876678876,0.5799063336306869,0.0378282297225225
bank_marketing,7,knn,0.265410304069519,0.0083426970949975,0.4409474660824334,0.5101732708570316,0.8791208791208791,0.6003992015968064,0.0213606531512315
bank_marketing,7,knn+zscore,0.2643879055976867,0.0083426970925961,0.4409474660748672,0.5101732708570316,0.8778998778998779,0.6043478260869566,0.0235240068627801
bank_marketing,7,knn+winsor,0.2703065574169159,0.0215998735502618,0.450799333058212,0.5006373358021711,0.8852258852258852,0.5837514598382283,0.0153660648326152
bank_marketing,7,knn+winsor+zscore,0.2694286704063415,0.0215998735502617,0.450799333058212,0.5006373358021711,0.8864468864468864,0.5850498755155075,0.0129798751174311
bank_marketing,7,knn+winsor+yeojohnson,0.271755963563919,0.0210560576224528,0.423289569056637,0.498754399853301,0.8864468864468864,0.5850498755155075,0.0177465726022172
bank_marketing,7,knn+winsor+yeojohnson+zscore,0.2713876962661743,0.0210560576224528,0.423289569056637,0.498754399853301,0.8852258852258852,0.5773715415019762,0.0150838735193851
bank_marketing,7,knn+quantile,0.2693897485733032,0.0069205018685774,0.406986569270275,0.5092136642808194,0.8778998778998779,0.5762624172185431,0.02523080376915
bank_marketing,7,knn+quantile+zscore,0.2704192399978637,0.0069205018892105,0.4069865691506571,0.5092136642808194,0.8791208791208791,0.583475888852929,0.0245685463859921
bank_marketing,7,knn+winsor+quantile,0.2750632762908935,0.0263059771066936,0.4838270886755271,0.5023170200215378,0.884004884004884,0.5945481169585767,0.0142475177371312
bank_marketing,7,knn+winsor+quantile+zscore,0.2751592397689819,0.0263059771066936,0.4838270886755271,0.5023170200215378,0.8827838827838828,0.5873015873015873,0.0161854068001547
